Region: us-phoenix-1
SERVICE            LIMIT                                                SCOPE                       MAX         USED    USED%
java-management    jd-report-count                                      REGION                       50            0     0.0%
java-management    jd-token-count                                       REGION                       50            0     0.0%
java-management    plugin-count                                         REGION                  500,000            0     0.0%
kms                external-privateendpoint-count                       REGION                        3          N/A      N/A
kms                external-vault-count                                 REGION                       10            0     0.0%
kms                external-vault-keyversion-count                      REGION                       20          N/A      N/A
kms                hsm-cluster-count                                    REGION                        0            0      N/A
kms                virtual-private-vault-count                          REGION                        0            0      N/A
kms                virtual-private-vault-keyversion-count               REGION                    1,000          N/A      N/A
kms                virtual-private-vault-softwarekeyversion-count       REGION                    1,000          N/A      N/A
kms                virtual-vault-count                                  REGION                       10            2    20.0%
kms                virtual-vault-keyversion-count                       REGION                      100          N/A      N/A
kms                virtual-vault-softwarekeyversion-count               REGION                      100          N/A      N/A
licensemanager     license-record-max-count                             REGION                    1,000            0     0.0%
licensemanager     product-license-max-count                            REGION                      100            0     0.0%
limits             policy-count                                         REGION                      500            1     0.2%
load-balancer      backend-sets-per-lb-count                            REGION                       16            2    12.5%
load-balancer      hostnames-per-lb-count                               REGION                       16            0     0.0%
load-balancer      lb-100mbps-count                                     REGION                      300            1     0.3%
load-balancer      lb-10mbps-count                                      REGION                      300            0     0.0%
load-balancer      lb-10mbps-micro-count                                REGION                        0            0      N/A
load-balancer      lb-400mbps-count                                     REGION                      100            0     0.0%
load-balancer      lb-8000mbps-count                                    REGION                        0            0      N/A
load-balancer      lb-flexible-bandwidth-sum                            REGION                    5,000          100     2.0%
load-balancer      lb-flexible-count                                    REGION                       50            1     2.0%
load-balancer      lb-max-rules-count                                   REGION                      100          N/A      N/A
load-balancer      listeners-per-lb-count                               REGION                       16            2    12.5%
load-balancer      max-idle-connection-timeout-seconds                  REGION                    7,200          N/A      N/A
logging            log-count                                            REGION                      500           11     2.2%
logging            log-data-model-count                                 REGION                       50            0     0.0%
logging            log-group-count                                      REGION                      100            7     7.0%
logging            log-pipeline-count                                   REGION                       20            0     0.0%
logging            log-rule-count                                       REGION                       10            0     0.0%
logging            unified-agent-configuration-count                    REGION                      100            1     1.0%
logging-analytics  entity-count                                         REGION                   10,000           10     0.1%
logging-analytics  ingesttime-rule-count                                REGION                      100            0     0.0%
logging-analytics  loggroup-count                                       REGION                       50            1     2.0%
logging-analytics  object-collection-rule-count                         REGION                      200            0     0.0%
logging-analytics  on-demand-upload-count                               REGION                   10,000            0     0.0%
logging-analytics  scheduledtask-purgepolicy-count                      REGION                       25            0     0.0%
logging-analytics  scheduledtask-savedsearch-count                      REGION                       50            0     0.0%
lustrefilestorage  aggregate-lustre-file-system-throughput-gbps         ZyrR:PHX-AD-1               200            0     0.0%
lustrefilestorage  aggregate-lustre-file-system-throughput-gbps         ZyrR:PHX-AD-2               200            0     0.0%
lustrefilestorage  aggregate-lustre-file-system-throughput-gbps         ZyrR:PHX-AD-3               200            0     0.0%
lustrefilestorage  max-lustre-file-system-capacity-gb                   ZyrR:PHX-AD-1           200,000            0     0.0%
lustrefilestorage  max-lustre-file-system-capacity-gb                   ZyrR:PHX-AD-2           200,000            0     0.0%
lustrefilestorage  max-lustre-file-system-capacity-gb                   ZyrR:PHX-AD-3           200,000            0     0.0%
lustrefilestorage  max-lustre-file-system-count                         ZyrR:PHX-AD-1                 8            0     0.0%
lustrefilestorage  max-lustre-file-system-count                         ZyrR:PHX-AD-2                 8            0     0.0%
lustrefilestorage  max-lustre-file-system-count                         ZyrR:PHX-AD-3                 8            0     0.0%
management-agent   management-agent-count                               REGION                   10,000            2     0.0%
management-agent   management-agent-install-key-count                   REGION                      300            1     0.3%
management-dash... dashboard-count                                      REGION                    1,000            0     0.0%
management-dash... savedsearch-count                                    REGION                    3,000            0     0.0%
marketplace-pub... artifact-count                                       REGION                      100            0     0.0%
marketplace-pub... listing-count                                        REGION                      500            0     0.0%
marketplace-pub... listing-revision-count                               REGION                    1,000            0     0.0%
marketplace-pub... term-count                                           REGION                      500            0     0.0%
marketplace-pub... term-version-count                                   REGION                      500            0     0.0%
monitoring         alarm-count                                          REGION                      500            2     0.4%
monitoring         alarms-crud-tps-count                                REGION                      100          N/A      N/A
monitoring         list-metrics-total-count                             REGION                  100,000          N/A      N/A
monitoring         metric-stream-count                                  REGION                    2,000          N/A      N/A
monitoring         public-post-custom-namespace-streams-per-request-... REGION                       50          N/A      N/A
monitoring         put-metrics-count                                    REGION                       50          N/A      N/A
multicloud         aws-network-anchor-count                             REGION                       10            0     0.0%
multicloud         aws-resource-anchor-count                            REGION                      500            0     0.0%
multicloud         azure-delegated-subnet-count                         REGION                        0            0      N/A
multicloud         azure-network-anchor-count                           REGION                        0            0      N/A
multicloud         azure-resource-anchor-count                          REGION                    1,000            0     0.0%
multicloud         gcp-odb-network-anchor-count                         REGION                        0            0      N/A
mysql              mysql-16-count                                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-16-count                                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-16-count                                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-192-count                                      ZyrR:PHX-AD-1                10            0     0.0%
mysql              mysql-192-count                                      ZyrR:PHX-AD-2                10            0     0.0%
mysql              mysql-192-count                                      ZyrR:PHX-AD-3                10            0     0.0%
mysql              mysql-2-count                                        ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-2-count                                        ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-2-count                                        ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-256-count                                      ZyrR:PHX-AD-1                10            0     0.0%
mysql              mysql-256-count                                      ZyrR:PHX-AD-2                10            0     0.0%
mysql              mysql-256-count                                      ZyrR:PHX-AD-3                10            0     0.0%
mysql              mysql-32-count                                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-32-count                                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-32-count                                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-4-count                                        ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-4-count                                        ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-4-count                                        ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-48-count                                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-48-count                                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-48-count                                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-64-count                                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-64-count                                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-64-count                                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-8-count                                        ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-8-count                                        ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-8-count                                        ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-96-count                                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-96-count                                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-96-count                                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-analytics-bm-standard-e2-64-count              ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-analytics-bm-standard-e2-64-count              ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-analytics-bm-standard-e2-64-count              ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-analytics-vm-standard-e3-count                 ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-analytics-vm-standard-e3-count                 ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-analytics-vm-standard-e3-count                 ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-bm-standard-e2-64-count                        ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-bm-standard-e2-64-count                        ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-bm-standard-e2-64-count                        ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-database-for-analytics-vm-standard-e3-count    ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-database-for-analytics-vm-standard-e3-count    ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-database-for-analytics-vm-standard-e3-count    ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-database-for-heatwave-bm-standard-count        ZyrR:PHX-AD-1                 2            0     0.0%
mysql              mysql-database-for-heatwave-bm-standard-count        ZyrR:PHX-AD-2                 2            0     0.0%
mysql              mysql-database-for-heatwave-bm-standard-count        ZyrR:PHX-AD-3                 2            0     0.0%
mysql              mysql-database-for-heatwave-bm-standard-e3-count     ZyrR:PHX-AD-1                 2            0     0.0%
mysql              mysql-database-for-heatwave-bm-standard-e3-count     ZyrR:PHX-AD-2                 2            0     0.0%
mysql              mysql-database-for-heatwave-bm-standard-e3-count     ZyrR:PHX-AD-3                 2            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-count        ZyrR:PHX-AD-1                20            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-count        ZyrR:PHX-AD-2                20            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-count        ZyrR:PHX-AD-3                20            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-e3-count     ZyrR:PHX-AD-1                20            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-e3-count     ZyrR:PHX-AD-2                20            0     0.0%
mysql              mysql-database-for-heatwave-vm-standard-e3-count     ZyrR:PHX-AD-3                20            0     0.0%
mysql              mysql-free-count                                     ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-free-count                                     ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-free-count                                     ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-heatwave-32gb-count                            ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-heatwave-32gb-count                            ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-heatwave-32gb-count                            ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-heatwave-512gb-count                           ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-heatwave-512gb-count                           ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-heatwave-512gb-count                           ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-heatwave-free-count                            ZyrR:PHX-AD-1                 0            0      N/A
mysql              mysql-heatwave-free-count                            ZyrR:PHX-AD-2                 0            0      N/A
mysql              mysql-heatwave-free-count                            ZyrR:PHX-AD-3                 0            0      N/A
mysql              mysql-heatwave-vm-standard-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-heatwave-vm-standard-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-heatwave-vm-standard-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-heatwave-vm-standard-e3-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-heatwave-vm-standard-e3-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-heatwave-vm-standard-e3-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-manual-backup-count                            REGION                    1,200            0     0.0%
mysql              mysql-max-parallel-cross-region-backup-copy-count    REGION                        5            0     0.0%
mysql              mysql-total-storage-gb                               ZyrR:PHX-AD-1           100,000           50     0.1%
mysql              mysql-total-storage-gb                               ZyrR:PHX-AD-2           100,000            0     0.0%
mysql              mysql-total-storage-gb                               ZyrR:PHX-AD-3           100,000            0     0.0%
mysql              mysql-vm-optimized3-1-16gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-1-16gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-1-16gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-optimized3-1-8gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-1-8gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-1-8gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-optimized3-16-256gb-count                   ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-16-256gb-count                   ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-16-256gb-count                   ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-optimized3-2-32gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-2-32gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-2-32gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-optimized3-4-64gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-4-64gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-4-64gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-optimized3-8-128gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-optimized3-8-128gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-optimized3-8-128gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e2-1-count                         ZyrR:PHX-AD-1                 5            0     0.0%
mysql              mysql-vm-standard-e2-1-count                         ZyrR:PHX-AD-2                 5            0     0.0%
mysql              mysql-vm-standard-e2-1-count                         ZyrR:PHX-AD-3                 5            0     0.0%
mysql              mysql-vm-standard-e2-2-count                         ZyrR:PHX-AD-1                 5            0     0.0%
mysql              mysql-vm-standard-e2-2-count                         ZyrR:PHX-AD-2                 5            0     0.0%
mysql              mysql-vm-standard-e2-2-count                         ZyrR:PHX-AD-3                 5            0     0.0%
mysql              mysql-vm-standard-e2-4-count                         ZyrR:PHX-AD-1                 5            0     0.0%
mysql              mysql-vm-standard-e2-4-count                         ZyrR:PHX-AD-2                 5            0     0.0%
mysql              mysql-vm-standard-e2-4-count                         ZyrR:PHX-AD-3                 5            0     0.0%
mysql              mysql-vm-standard-e2-8-count                         ZyrR:PHX-AD-1                 5            0     0.0%
mysql              mysql-vm-standard-e2-8-count                         ZyrR:PHX-AD-2                 5            0     0.0%
mysql              mysql-vm-standard-e2-8-count                         ZyrR:PHX-AD-3                 5            0     0.0%
mysql              mysql-vm-standard-e3-1-16gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-1-16gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-1-16gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-1-8gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-1-8gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-1-8gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-16-256gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-16-256gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-16-256gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-2-32gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-2-32gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-2-32gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-24-384gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-24-384gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-24-384gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-32-512gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-32-512gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-32-512gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-4-64gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-4-64gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-4-64gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-48-768gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-48-768gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-48-768gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-64-1024gb-count                 ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-64-1024gb-count                 ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-64-1024gb-count                 ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e3-8-128gb-count                   ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e3-8-128gb-count                   ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e3-8-128gb-count                   ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-1-16gb-count                    ZyrR:PHX-AD-1               100            1     1.0%
mysql              mysql-vm-standard-e4-1-16gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-1-16gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-1-8gb-count                     ZyrR:PHX-AD-1               100          N/A      N/A
mysql              mysql-vm-standard-e4-1-8gb-count                     ZyrR:PHX-AD-2               100          N/A      N/A
mysql              mysql-vm-standard-e4-1-8gb-count                     ZyrR:PHX-AD-3               100          N/A      N/A
mysql              mysql-vm-standard-e4-16-256gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-16-256gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-16-256gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-2-32gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-2-32gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-2-32gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-24-384gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-24-384gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-24-384gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-32-512gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-32-512gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-32-512gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-4-64gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-4-64gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-4-64gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-48-768gb-count                  ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-48-768gb-count                  ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-48-768gb-count                  ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-64-1024gb-count                 ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-64-1024gb-count                 ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-64-1024gb-count                 ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard-e4-8-128gb-count                   ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard-e4-8-128gb-count                   ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard-e4-8-128gb-count                   ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard2-1-15gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard2-1-15gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard2-1-15gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard2-16-240gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard2-16-240gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard2-16-240gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard2-2-30gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard2-2-30gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard2-2-30gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard2-4-60gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard2-4-60gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard2-4-60gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard2-8-120gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard2-8-120gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard2-8-120gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-1-16gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-1-16gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-1-16gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-1-8gb-count                       ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-1-8gb-count                       ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-1-8gb-count                       ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-16-256gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-16-256gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-16-256gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-2-32gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-2-32gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-2-32gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-24-384gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-24-384gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-24-384gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-32-512gb-count                    ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-32-512gb-count                    ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-32-512gb-count                    ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-4-64gb-count                      ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-4-64gb-count                      ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-4-64gb-count                      ZyrR:PHX-AD-3               100            0     0.0%
mysql              mysql-vm-standard3-8-128gb-count                     ZyrR:PHX-AD-1               100            0     0.0%
mysql              mysql-vm-standard3-8-128gb-count                     ZyrR:PHX-AD-2               100            0     0.0%
mysql              mysql-vm-standard3-8-128gb-count                     ZyrR:PHX-AD-3               100            0     0.0%
mysql-heatwave-... heatwave-registration-count                          REGION                        0            0      N/A
network-firewall   premium-nfp-max-count                                REGION                       50            0     0.0%
network-firewall   premium-nfw-max-count                                REGION                        3            0     0.0%
network-load-ba... max-nlb-flexible-count                               REGION                       20            1     5.0%
network-path-an... path-analyzer-test-count                             REGION                      500            0     0.0%
nosql              hosted-environment-count                             REGION                        1          N/A      N/A
nosql              read-unit-count                                      REGION                  100,000            0     0.0%
nosql              table-size-gb                                        REGION                    5,000            0     0.0%
nosql              write-unit-count                                     REGION                   40,000            0     0.0%
notifications      subscription-count                                   REGION                       25            5    20.0%
notifications      topic-count                                          REGION                    1,000            5     0.5%
object-storage     bucket-count                                         REGION                   10,000           17     0.2%
object-storage     storage-bytes                                        REGION             9,223,372,036,854,775,807 1,281,276,525     0.0%
oci-bastion        bastion-count                                        REGION                        5            0     0.0%
oci-kafka          max-kafka-broker-count                               REGION                       30          N/A      N/A
oci-kafka          max-kafka-cluster-config-count                       REGION                      100            0     0.0%
oci-kafka          max-kafka-cluster-count                              REGION                        5            0     0.0%
ocm-migration      agent-count                                          REGION                       20            0     0.0%
ocm-migration      agent-dependency-count                               REGION                       50            0     0.0%
ocm-migration      environment-count                                    REGION                       20            0     0.0%
ocm-migration      hydration-agent-aws-writesnapshot-worker-count       REGION                        5            0     0.0%
ocm-migration      max-hydration-agents-per-compartment-count           REGION                       10            0     0.0%
ocm-migration      migration-assets-count                               REGION                    1,000            0     0.0%
ocm-migration      migration-plans-count                                REGION                       50            0     0.0%
ocm-migration      migration-targetassets-count                         REGION                    1,000            0     0.0%
ocm-migration      migrations-count                                     REGION                       40            0     0.0%
ocm-migration      replication-schedule-count                           REGION                       20            0     0.0%
ocvp               byol-allocation-count                                REGION                      200            0     0.0%
ocvp               byol-count                                           REGION                      100            0     0.0%
ocvp               datastore-cluster-count                              REGION                      100            0     0.0%
ocvp               datastore-count                                      REGION                      200            0     0.0%
ocvp               esxi-host-count                                      REGION                      120            0     0.0%
ocvp               sddc-count                                           REGION                       20            0     0.0%
open-search        data-node-count                                      REGION                       20            3    15.0%
open-search        dataprepper-node-count                               REGION                        5            0     0.0%
open-search        master-node-count                                    REGION                        6            2    33.3%
open-search        opendashboard-node-count                             REGION                        6            2    33.3%
operations-insi... adb-ocpu-count                                       REGION                      800            0     0.0%
organizations      child-tenancy-count                                  GLOBAL                        2          N/A      N/A
osmh               lifecycle-environment-count                          REGION                      300            0     0.0%
osmh               managed-instance-group-count                         REGION                      300            1     0.3%
osmh               management-station-count                             REGION                      300            0     0.0%
osmh               profiles-count                                       REGION                      300           11     3.7%
osmh               scheduled-job-count                                  REGION                      300            0     0.0%
postgresql         backup-count                                         REGION                       10            2    20.0%
postgresql         config-count                                         REGION                       20            0     0.0%
postgresql         dbsystem-count                                       REGION                        0            1      N/A
postgresql         dbsystem-e5-count                                    REGION                       20            0     0.0%
postgresql         dbsystem-e6-count                                    REGION                        5            0     0.0%
postgresql         dbsystem-standard3-count                             REGION                        5            0     0.0%
process-automation instance-count                                       REGION                        0          N/A      N/A
psacp              max-psa-count                                        REGION                      200            0     0.0%
queue              queues-max-count                                     REGION                       10            0     0.0%
redis              redis-memory-gb                                      REGION                      512            0     0.0%
redis              redis-node-count                                     REGION                       40            0     0.0%
regions            subscribed-region-count                              GLOBAL                       99            5     5.1%
resource-analytics resource-analytics-instance-max-count                REGION                       10            0     0.0%
resource-analytics resource-analytics-tenancy-attachment-max-count      REGION                       50            0     0.0%
resource-collec... resource-collection-count                            GLOBAL                      100            0     0.0%
resource-manager   concurrent-job-count                                 REGION                       20            0     0.0%
resource-manager   configuration-source-provider-count                  REGION                    1,000            0     0.0%
resource-manager   premium-job-submission-count                         REGION                        0            0      N/A
